species,cs_flux,carbon,growth
Pantoea agglomerans,4.0,Glycerol,0.5501796607567351
Pseudomonas asiatica,4.0,Glycerol,0.5501861081575096
Pseudomonas delhiensis,4.0,Glycerol,0.5502062379150736
Sphingomonas paucimobilis,4.0,Glycerol,0.5502062379150716
Agrobacterium tumefaciens,2.0,Glycerol,0.2751031189575377
Alcaligenes faecalis,2.0,Glycerol,0.2750917645895341
Delftia acidovorans,2.0,Glycerol,0.2751018293739557
Pandoraea vervacti,2.0,Glycerol,0.2751031189575362
Pantoea agglomerans,2.0,Glycerol,0.27508983037836754
Pseudomonas asiatica,2.0,Glycerol,0.2750930540787548
Pseudomonas delhiensis,2.0,Glycerol,0.2751031189575368
Sphingomonas paucimobilis,2.0,Glycerol,0.2751031189575358
Agrobacterium tumefaciens,8.0,Glycerol,1.1004124758301472
Alcaligenes faecalis,8.0,Glycerol,1.1003670583581349
Delftia acidovorans,8.0,Glycerol,1.1004073174958229
Pandoraea vervacti,8.0,Glycerol,1.1004124758301448
Pantoea agglomerans,8.0,Glycerol,1.1003593215134702
Pseudomonas asiatica,8.0,Glycerol,1.1003722163150191
Pseudomonas delhiensis,8.0,Glycerol,1.1004124758301441
Sphingomonas paucimobilis,8.0,Glycerol,1.1004124758301432
Agrobacterium tumefaciens,0.25,Cellobiose,0.03700744539689444
Alcaligenes faecalis,0.25,Cellobiose,0.0
Delftia acidovorans,0.25,Cellobiose,0.0
Pandoraea vervacti,0.25,Cellobiose,0.03700744539689435
Pantoea agglomerans,0.25,Cellobiose,0.035315922777734696
Pseudomonas asiatica,0.25,Cellobiose,0.035756012340216026
Pseudomonas delhiensis,0.25,Cellobiose,0.03593484075613503
Sphingomonas paucimobilis,0.25,Cellobiose,0.03700744539689441
Agrobacterium tumefaciens,0.5,Cellobiose,0.07401489079378891
Alcaligenes faecalis,0.5,Cellobiose,0.0
Delftia acidovorans,0.5,Cellobiose,0.0
Pandoraea vervacti,0.5,Cellobiose,0.0740148907937887
Pantoea agglomerans,0.5,Cellobiose,0.07063184555546927
Pseudomonas asiatica,0.5,Cellobiose,0.07151202468043173
Pseudomonas delhiensis,0.5,Cellobiose,0.07186968151227008
Sphingomonas paucimobilis,0.5,Cellobiose,0.074014890793789
Agrobacterium tumefaciens,1.0,Cellobiose,0.14802978158757704
Alcaligenes faecalis,1.0,Cellobiose,0.0
Delftia acidovorans,1.0,Cellobiose,0.0
Pandoraea vervacti,1.0,Cellobiose,0.1480297815875774
Pantoea agglomerans,1.0,Cellobiose,0.14126369111093856
Pseudomonas asiatica,1.0,Cellobiose,0.14302404936086416
Pseudomonas delhiensis,1.0,Cellobiose,0.1437393630245403
Sphingomonas paucimobilis,1.0,Cellobiose,0.148029781587578
Agrobacterium tumefaciens,4.0,Cellobiose,0.592119126350313
Alcaligenes faecalis,4.0,Cellobiose,0.0
Delftia acidovorans,4.0,Cellobiose,0.0
Pandoraea vervacti,4.0,Cellobiose,0.5921191263503096
Pantoea agglomerans,4.0,Cellobiose,0.5650547644437531
Pseudomonas asiatica,4.0,Cellobiose,0.5720961974434566
Pseudomonas delhiensis,4.0,Cellobiose,0.5749574520981625
Sphingomonas paucimobilis,4.0,Cellobiose,0.592119126350312
Agrobacterium tumefaciens,2.0,Cellobiose,0.2960595631751565
Alcaligenes faecalis,2.0,Cellobiose,0.0
Delftia acidovorans,2.0,Cellobiose,0.0
Pandoraea vervacti,2.0,Cellobiose,0.2960595631751548
Pantoea agglomerans,2.0,Cellobiose,0.28252738222187734
Pseudomonas asiatica,2.0,Cellobiose,0.2860480987217283
Pseudomonas delhiensis,2.0,Cellobiose,0.28747872604908126
Sphingomonas paucimobilis,2.0,Cellobiose,0.296059563175156
Agrobacterium tumefaciens,8.0,Cellobiose,1.1842382527006292
Alcaligenes faecalis,8.0,Cellobiose,0.0
Delftia acidovorans,8.0,Cellobiose,0.0
Pandoraea vervacti,8.0,Cellobiose,1.1842382527006192
Pantoea agglomerans,8.0,Cellobiose,1.1301095288875063
Pseudomonas asiatica,8.0,Cellobiose,1.1441923948869133
Pseudomonas delhiensis,8.0,Cellobiose,1.1499149041963208
Sphingomonas paucimobilis,8.0,Cellobiose,1.184238252700624
Agrobacterium tumefaciens,0.25,Serine,0.03013523779464489
Alcaligenes faecalis,0.25,Serine,0.030133994018925303
Delftia acidovorans,0.25,Serine,0.030135096531586848
Pandoraea vervacti,0.25,Serine,0.030135237794645033
Pantoea agglomerans,0.25,Serine,0.023964856247856152
Pseudomonas asiatica,0.25,Serine,0.02426349443345371
Pseudomonas delhiensis,0.25,Serine,0.02438484471806911
Sphingomonas paucimobilis,0.25,Serine,0.0
Agrobacterium tumefaciens,0.5,Serine,0.06027047558928969
Alcaligenes faecalis,0.5,Serine,0.06026798803785067
Delftia acidovorans,0.5,Serine,0.060270193063174
Pandoraea vervacti,0.5,Serine,0.060270475589290065
Pantoea agglomerans,0.5,Serine,0.047929712495712325
Pseudomonas asiatica,0.5,Serine,0.04852698886690778
Pseudomonas delhiensis,0.5,Serine,0.048769689436138165
Sphingomonas paucimobilis,0.5,Serine,0.0
Agrobacterium tumefaciens,1.0,Serine,0.12054095117858024
Alcaligenes faecalis,1.0,Serine,0.12053597607570124
Delftia acidovorans,1.0,Serine,0.12054038612634779
Pandoraea vervacti,1.0,Serine,0.12054095117858013
Pantoea agglomerans,1.0,Serine,0.0958594249914247
Pseudomonas asiatica,1.0,Serine,0.09705397773381479
Pseudomonas delhiensis,1.0,Serine,0.09753937887227614
Sphingomonas paucimobilis,1.0,Serine,0.0
Agrobacterium tumefaciens,4.0,Serine,0.4821638047143217
Alcaligenes faecalis,4.0,Serine,0.48214390430280435
Delftia acidovorans,4.0,Serine,0.4821615445053919
Pandoraea vervacti,4.0,Serine,0.4821638047143205
Pantoea agglomerans,4.0,Serine,0.38343769996569793
Pseudomonas asiatica,4.0,Serine,0.3882159109352598
Pseudomonas delhiensis,4.0,Serine,0.3901575154891048
Sphingomonas paucimobilis,4.0,Serine,0.0
Agrobacterium tumefaciens,2.0,Serine,0.24108190235716084
Alcaligenes faecalis,2.0,Serine,0.24107195215140217
Delftia acidovorans,2.0,Serine,0.24108077225269595
Pandoraea vervacti,2.0,Serine,0.24108190235716026
Pantoea agglomerans,2.0,Serine,0.19171884998284947
Pseudomonas asiatica,2.0,Serine,0.1941079554676299
Pseudomonas delhiensis,2.0,Serine,0.1950787577445524
Sphingomonas paucimobilis,2.0,Serine,0.0
Agrobacterium tumefaciens,8.0,Serine,0.9643276094286418
Alcaligenes faecalis,8.0,Serine,0.9642878086056114
Delftia acidovorans,8.0,Serine,0.9643230890107838
Pandoraea vervacti,8.0,Serine,0.964327609428641
Pantoea agglomerans,8.0,Serine,0.7668753999313959
Pseudomonas asiatica,8.0,Serine,0.7764318218705196
Pseudomonas delhiensis,8.0,Serine,0.780315030978211
Sphingomonas paucimobilis,8.0,Serine,0.0
Agrobacterium tumefaciens,0.25,Isoleucine,0.04828714095965891
Alcaligenes faecalis,0.25,Isoleucine,0.037852195953525326
Delftia acidovorans,0.25,Isoleucine,0.03785271292458038
Pandoraea vervacti,0.25,Isoleucine,0.03785417025621726
Pantoea agglomerans,0.25,Isoleucine,0.012482863591596147
Pseudomonas asiatica,0.25,Isoleucine,0.0366737385670385
Pseudomonas delhiensis,0.25,Isoleucine,0.048287140959659025
Sphingomonas paucimobilis,0.25,Isoleucine,0.04828714095965926
Agrobacterium tumefaciens,0.5,Isoleucine,0.0965742819193184
Alcaligenes faecalis,0.5,Isoleucine,0.07570439190705082
Delftia acidovorans,0.5,Isoleucine,0.0757054258491609
Pandoraea vervacti,0.5,Isoleucine,0.07570834051243452
Pantoea agglomerans,0.5,Isoleucine,0.02496572718319236
Pseudomonas asiatica,0.5,Isoleucine,0.07334747713407685
Pseudomonas delhiensis,0.5,Isoleucine,0.09657428191931816
Sphingomonas paucimobilis,0.5,Isoleucine,0.0965742819193185
Agrobacterium tumefaciens,1.0,Isoleucine,0.19314856383863527
Alcaligenes faecalis,1.0,Isoleucine,0.1514087838141012
Delftia acidovorans,1.0,Isoleucine,0.1514108516983217
Pandoraea vervacti,1.0,Isoleucine,0.15141668102486905
Pantoea agglomerans,1.0,Isoleucine,0.0499314543663848
Pseudomonas asiatica,1.0,Isoleucine,0.14669495426815396
Pseudomonas delhiensis,1.0,Isoleucine,0.19314856383863563
Sphingomonas paucimobilis,1.0,Isoleucine,0.193148563838637
Agrobacterium tumefaciens,4.0,Isoleucine,0.7725942553545473
Alcaligenes faecalis,4.0,Isoleucine,0.6056351352564048
Delftia acidovorans,4.0,Isoleucine,0.6056434067932882
Pandoraea vervacti,4.0,Isoleucine,0.6056667240994762
Pantoea agglomerans,4.0,Isoleucine,0.1997258174655393
Pseudomonas asiatica,4.0,Isoleucine,0.5867798170726124
Pseudomonas delhiensis,4.0,Isoleucine,0.7725942553545432
Sphingomonas paucimobilis,4.0,Isoleucine,0.772594255354548
Agrobacterium tumefaciens,2.0,Isoleucine,0.38629712767727364
Alcaligenes faecalis,2.0,Isoleucine,0.3028175676282024
Delftia acidovorans,2.0,Isoleucine,0.3028217033966441
Pandoraea vervacti,2.0,Isoleucine,0.3028333620497381
Pantoea agglomerans,2.0,Isoleucine,0.09986290873276961
Pseudomonas asiatica,2.0,Isoleucine,0.2933899085363062
Pseudomonas delhiensis,2.0,Isoleucine,0.3862971276772716
Sphingomonas paucimobilis,2.0,Isoleucine,0.386297127677274
Agrobacterium tumefaciens,8.0,Isoleucine,1.5451885107090904
Alcaligenes faecalis,8.0,Isoleucine,1.2112702705128129
Delftia acidovorans,8.0,Isoleucine,1.2112868135865764
Pandoraea vervacti,8.0,Isoleucine,1.2113334481989524
Pantoea agglomerans,8.0,Isoleucine,0.3994516349310786
Pseudomonas asiatica,8.0,Isoleucine,1.1735596341452248
Pseudomonas delhiensis,8.0,Isoleucine,1.5451885107090924
Sphingomonas paucimobilis,8.0,Isoleucine,1.545188510709096
Agrobacterium tumefaciens,0.25,Sorbitol,0.03476875599538057
Alcaligenes faecalis,0.25,Sorbitol,0.03201431478837166
Delftia acidovorans,0.25,Sorbitol,0.03476859301207082
Pandoraea vervacti,0.25,Sorbitol,0.034768755995380575
Pantoea agglomerans,0.25,Sorbitol,0.03476707652562999
Pseudomonas asiatica,0.25,Sorbitol,0.0347674839512258
Pseudomonas delhiensis,0.25,Sorbitol,0.0
Sphingomonas paucimobilis,0.25,Sorbitol,0.03476875599538074
Agrobacterium tumefaciens,0.5,Sorbitol,0.06953751199076134
Alcaligenes faecalis,0.5,Sorbitol,0.06402862957674323
Delftia acidovorans,0.5,Sorbitol,0.06953718602414188
Pandoraea vervacti,0.5,Sorbitol,0.06953751199076115
Pantoea agglomerans,0.5,Sorbitol,0.06953415305125978
Pseudomonas asiatica,0.5,Sorbitol,0.06953496790245148
Pseudomonas delhiensis,0.5,Sorbitol,0.0
Sphingomonas paucimobilis,0.5,Sorbitol,0.06953751199076108
Agrobacterium tumefaciens,1.0,Sorbitol,0.13907502398152236
Alcaligenes faecalis,1.0,Sorbitol,0.12805725915348687
Delftia acidovorans,1.0,Sorbitol,0.13907437204828343
Pandoraea vervacti,1.0,Sorbitol,0.1390750239815223
Pantoea agglomerans,1.0,Sorbitol,0.13906830610251988
Pseudomonas asiatica,1.0,Sorbitol,0.13906993580490273
Pseudomonas delhiensis,1.0,Sorbitol,0.0
Sphingomonas paucimobilis,1.0,Sorbitol,0.13907502398152216
Agrobacterium tumefaciens,4.0,Sorbitol,0.556300095926089
Alcaligenes faecalis,4.0,Sorbitol,0.5122290366139477
Delftia acidovorans,4.0,Sorbitol,0.5562974881931351
Pandoraea vervacti,4.0,Sorbitol,0.5563000959260892
Pantoea agglomerans,4.0,Sorbitol,0.5562732244100792
Pseudomonas asiatica,4.0,Sorbitol,0.5562797432196104
Pseudomonas delhiensis,4.0,Sorbitol,0.0
Sphingomonas paucimobilis,4.0,Sorbitol,0.5563000959260886
Agrobacterium tumefaciens,2.0,Sorbitol,0.2781500479630445
Alcaligenes faecalis,2.0,Sorbitol,0.25611451830697385
Delftia acidovorans,2.0,Sorbitol,0.27814874409656754
Pandoraea vervacti,2.0,Sorbitol,0.2781500479630446
Pantoea agglomerans,2.0,Sorbitol,0.27813661220503944
Pseudomonas asiatica,2.0,Sorbitol,0.2781398716098052
Pseudomonas delhiensis,2.0,Sorbitol,0.0
Sphingomonas paucimobilis,2.0,Sorbitol,0.2781500479630443
Agrobacterium tumefaciens,8.0,Sorbitol,1.1126001918521762
Alcaligenes faecalis,8.0,Sorbitol,1.0244580732278943
Delftia acidovorans,8.0,Sorbitol,1.1125949763862701
Pandoraea vervacti,8.0,Sorbitol,1.1126001918521784
Pantoea agglomerans,8.0,Sorbitol,1.1125464488201584
Pseudomonas asiatica,8.0,Sorbitol,1.1125594864392208
Pseudomonas delhiensis,8.0,Sorbitol,0.0
Sphingomonas paucimobilis,8.0,Sorbitol,1.1126001918521773
Agrobacterium tumefaciens,0.25,Uridine,0.0
Alcaligenes faecalis,0.25,Uridine,0.0
Delftia acidovorans,0.25,Uridine,0.0
Pandoraea vervacti,0.25,Uridine,0.029413488713464588
Pantoea agglomerans,0.25,Uridine,0.026389734976717625
Pseudomonas asiatica,0.25,Uridine,0.028495536805051944
Pseudomonas delhiensis,0.25,Uridine,0.0
Sphingomonas paucimobilis,0.25,Uridine,0.0
Agrobacterium tumefaciens,0.5,Uridine,0.0
Alcaligenes faecalis,0.5,Uridine,0.0
Delftia acidovorans,0.5,Uridine,0.0
Pandoraea vervacti,0.5,Uridine,0.058826977426929175
Pantoea agglomerans,0.5,Uridine,0.05277946995343522
Pseudomonas asiatica,0.5,Uridine,0.05699107361010399
Pseudomonas delhiensis,0.5,Uridine,0.0
Sphingomonas paucimobilis,0.5,Uridine,0.0
Agrobacterium tumefaciens,1.0,Uridine,0.0
Alcaligenes faecalis,1.0,Uridine,0.0
Delftia acidovorans,1.0,Uridine,0.0
Pandoraea vervacti,1.0,Uridine,0.11765395485385835
Pantoea agglomerans,1.0,Uridine,0.10555893990687046
Pseudomonas asiatica,1.0,Uridine,0.11398214722020754
Pseudomonas delhiensis,1.0,Uridine,0.0
Sphingomonas paucimobilis,1.0,Uridine,0.0
Agrobacterium tumefaciens,4.0,Uridine,0.0
Alcaligenes faecalis,4.0,Uridine,0.0
Delftia acidovorans,4.0,Uridine,0.0
Pandoraea vervacti,4.0,Uridine,0.4706158194154334
Pantoea agglomerans,4.0,Uridine,0.4222357596274819
Pseudomonas asiatica,4.0,Uridine,0.45592858888083193
Pseudomonas delhiensis,4.0,Uridine,0.0
Sphingomonas paucimobilis,4.0,Uridine,0.0
Agrobacterium tumefaciens,2.0,Uridine,0.0
Alcaligenes faecalis,2.0,Uridine,0.0
Delftia acidovorans,2.0,Uridine,0.0
Pandoraea vervacti,2.0,Uridine,0.2353079097077167
Pantoea agglomerans,2.0,Uridine,0.2111178798137412
Pseudomonas asiatica,2.0,Uridine,0.22796429444041597
Pseudomonas delhiensis,2.0,Uridine,0.0
Sphingomonas paucimobilis,2.0,Uridine,0.0
Agrobacterium tumefaciens,8.0,Uridine,0.0
Alcaligenes faecalis,8.0,Uridine,0.0
Delftia acidovorans,8.0,Uridine,0.0
Pandoraea vervacti,8.0,Uridine,0.9412316388308668
Pantoea agglomerans,8.0,Uridine,0.8444715192549638
Pseudomonas asiatica,8.0,Uridine,0.9118571777616639
Pseudomonas delhiensis,8.0,Uridine,0.0
Sphingomonas paucimobilis,8.0,Uridine,0.0
Agrobacterium tumefaciens,0.25,Raffinose,0.025112449244121662
Alcaligenes faecalis,0.25,Raffinose,0.0
Delftia acidovorans,0.25,Raffinose,0.0
Pandoraea vervacti,0.25,Raffinose,0.0
Pantoea agglomerans,0.25,Raffinose,0.0
Pseudomonas asiatica,0.25,Raffinose,0.0
Pseudomonas delhiensis,0.25,Raffinose,0.0
Sphingomonas paucimobilis,0.25,Raffinose,0.03766867386618226
Agrobacterium tumefaciens,0.5,Raffinose,0.050224898488243123
Alcaligenes faecalis,0.5,Raffinose,0.0
Delftia acidovorans,0.5,Raffinose,0.0
Pandoraea vervacti,0.5,Raffinose,0.0
Pantoea agglomerans,0.5,Raffinose,0.0
Pseudomonas asiatica,0.5,Raffinose,0.0
Pseudomonas delhiensis,0.5,Raffinose,0.0
Sphingomonas paucimobilis,0.5,Raffinose,0.07533734773236485
Agrobacterium tumefaciens,1.0,Raffinose,0.10044979697648669
Alcaligenes faecalis,1.0,Raffinose,0.0
Delftia acidovorans,1.0,Raffinose,0.0
Pandoraea vervacti,1.0,Raffinose,0.0
Pantoea agglomerans,1.0,Raffinose,0.0
Pseudomonas asiatica,1.0,Raffinose,0.0
Pseudomonas delhiensis,1.0,Raffinose,0.0
Sphingomonas paucimobilis,1.0,Raffinose,0.1506746954647297
Agrobacterium tumefaciens,4.0,Raffinose,0.4017991879059463
Alcaligenes faecalis,4.0,Raffinose,0.0
Delftia acidovorans,4.0,Raffinose,0.0
Pandoraea vervacti,4.0,Raffinose,0.0
Pantoea agglomerans,4.0,Raffinose,0.0
Pseudomonas asiatica,4.0,Raffinose,0.0
Pseudomonas delhiensis,4.0,Raffinose,0.0
Sphingomonas paucimobilis,4.0,Raffinose,0.6026987818589188
Agrobacterium tumefaciens,2.0,Raffinose,0.20089959395297316
Alcaligenes faecalis,2.0,Raffinose,0.0
Delftia acidovorans,2.0,Raffinose,0.0
Pandoraea vervacti,2.0,Raffinose,0.0
Pantoea agglomerans,2.0,Raffinose,0.0
Pseudomonas asiatica,2.0,Raffinose,0.0
Pseudomonas delhiensis,2.0,Raffinose,0.0
Sphingomonas paucimobilis,2.0,Raffinose,0.3013493909294594
Agrobacterium tumefaciens,8.0,Raffinose,0.803598375811888
Alcaligenes faecalis,8.0,Raffinose,0.0
Delftia acidovorans,8.0,Raffinose,0.0
Pandoraea vervacti,8.0,Raffinose,0.0
Pantoea agglomerans,8.0,Raffinose,0.0
Pseudomonas asiatica,8.0,Raffinose,0.0
Pseudomonas delhiensis,8.0,Raffinose,0.0
Sphingomonas paucimobilis,8.0,Raffinose,1.2053975637178376
