metabolite,name,formula,carbon_atom
lnlccoa_c,Linoleic coenzyme A,C39H62N7O17P3S,Presence
lpam_c,Lipoamide C8H15NOS2,C8H15NOS2,Presence
lys__D_c,D-Lysine,C6H15N2O2,Presence
lys__D_e,D-Lysine,C6H15N2O2,Presence
lys__D_p,D-Lysine,C6H15N2O2,Presence
lys__L_c,L-Lysine,C6H15N2O2,Presence
lys__L_e,L-Lysine,C6H15N2O2,Presence
lys__L_p,L-Lysine,C6H15N2O2,Presence
m2bcoa_c,2-methylbutanoyl-CoA,C26H44N7O17P3S,Presence
m_xyl_c,M-Xylene,C8H10,Presence
m_xyl_e,M-Xylene,C8H10,Presence
m_xyl_p,M-Xylene,C8H10,Presence
malACP_c,Malonyl-[acyl-carrier protein],C387H604N96O145P0S3,Presence
mal__D_c,D-Malate,C4H4O5,Presence
mal__D_e,D-Malate,C4H4O5,Presence
mal__D_p,D-Malate,C4H4O5,Presence
mal__L_c,L-Malate,C4H4O5,Presence
mal__L_e,L-Malate,C4H4O5,Presence
mal__L_p,L-Malate,C4H4O5,Presence
malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
male_c,Maleate,C4H2O4,Presence
malm_c,Maleamate,C4H4NO3,Presence
malt1p_c,Alpha-maltose 1-phosphate,C12H21O14P,Presence
malt6p_c,Maltose 6'-phosphate,C12H21O14P,Presence
malt_c,Maltose C12H22O11,C12H22O11,Presence
malt_e,Maltose C12H22O11,C12H22O11,Presence
malt_p,Maltose C12H22O11,C12H22O11,Presence
malthp_c,Maltoheptaose,C42H72O36,Presence
malthp_e,Maltoheptaose,C42H72O36,Presence
malthx_c,Maltohexaose,C36H62O31,Presence
malthx_e,Maltohexaose,C36H62O31,Presence
malthx_p,Maltohexaose,C36H62O31,Presence
maltpt_c,Maltopentaose,C30H52O26,Presence
malttr_c,Maltotriose C18H32O16,C18H32O16,Presence
malttr_e,Maltotriose C18H32O16,C18H32O16,Presence
maltttr_c,Maltotetraose,C24H42O21,Presence
maltttr_e,Maltotetraose,C24H42O21,Presence
man1p_c,D-Mannose 1-phosphate,C6H11O9P,Presence
man6p_c,D-Mannose 6-phosphate,C6H11O9P,Presence
man_c,D-Mannose,C6H12O6,Presence
man_e,D-Mannose,C6H12O6,Presence
man_p,D-Mannose,C6H12O6,Presence
mana_c,D-Mannonate,C6H11O7,Presence
manb_c,"Mannobiose (beta-1,4)",C12H22O11,Presence
mantr_c,"Mannotriose (beta-1,4)",C18H32O16,Presence
manttr_c,Mannotetraose,C24H42O21,Presence
manttr_e,Mannotetraose,C24H42O21,Presence
melib_c,Melibiose C12H22O11,C12H22O11,Presence
melib_e,Melibiose C12H22O11,C12H22O11,Presence
melib_p,Melibiose C12H22O11,C12H22O11,Presence
meoh_c,Methanol,CH4O,Presence
meoh_e,Methanol,CH4O,Presence
meoh_p,Methanol,CH4O,Presence
mercppyr_c,Mercaptopyruvate,C3H3O3S,Presence
met_L_ala__L_c,Met L ala L C8H16N2O3S,C8H15N2O3S,Presence
met_L_ala__L_e,Met L ala L C8H16N2O3S,C8H15N2O3S,Presence
met__D_c,D-Methionine,C5H11NO2S,Presence
met__D_e,D-Methionine,C5H11NO2S,Presence
met__L_c,L-Methionine,C5H11NO2S,Presence
met__L_e,L-Methionine,C5H11NO2S,Presence
met__L_p,L-Methionine,C5H11NO2S,Presence
methf_c,"5,10-Methenyltetrahydrofolate",C20H20N7O6,Presence
metox__R_c,L methionine R oxide C5H11NO3S,C5H11NO3S,Presence
metox__R_e,L methionine R oxide C5H11NO3S,C5H11NO3S,Presence
metox_c,L Methionine S oxide C5H11NO3S,C5H11NO3S,Presence
metox_e,L Methionine S oxide C5H11NO3S,C5H11NO3S,Presence
metsox_R__L_c,L-methionine-R-sulfoxide,C5H11NO3S,Presence
metsox_S__L_c,L-Methionine Sulfoxide,C5H11NO3S,Presence
mg2_c,Magnesium,Mg,Absence
mg2_e,Magnesium,Mg,Absence
mg2_p,Magnesium,Mg,Absence
mhpglu_c,5 Methyltetrahydropteroyltri L glutamate C25H36N8O12,C30H35N9O12,Presence
mi1p__D_c,1D-myo-Inositol 1-phosphate,C6H11O9P,Presence
mi3p__D_c,1D-myo-Inositol 3-phosphate,C6H11O9P,Presence
micit_c,Methylisocitrate,C7H7O7,Presence
mlthf_c,"5,10-Methylenetetrahydrofolate",C20H21N7O6,Presence
mmal_c,Methylmalonate C4H4O4,C4H4O4,Presence
mmalsa__S_c, S  Methylmalonate semialdehyde C4H5O3,C4H5O3,Presence
mmcoa__R_c,(R)-Methylmalonyl-CoA,C25H35N7O19P3S,Presence
mmcoa__S_c,(S)-Methylmalonyl-CoA,C25H35N7O19P3S,Presence
mmtsa_c,(S)-Methylmalonate semialdehyde,C4H5O3,Presence
mn2_c,Manganese,Mn,Absence
mn2_e,Manganese,Mn,Absence
mn2_p,Manganese,Mn,Absence
mnl1p_c,D-Mannitol 1-phosphate,C6H13O9P,Presence
mnl1p_e,D-Mannitol 1-phosphate,C6H13O9P,Presence
mnl_c,D-Mannitol,C6H14O6,Presence
mnl_e,D-Mannitol,C6H14O6,Presence
mobd_c,Molybdate,MoO4,Absence
mobd_e,Molybdate,MoO4,Absence
mobd_p,Molybdate,MoO4,Absence
mql7_c,Menaquinol 7 C46H66O2,C46H66O2,Presence
mql8_c,Menaquinol 8,C51H74O2,Presence
mqn7_c,Menaquinone 7 C46H64O2,C46H64O2,Presence
mqn8_c,Menaquinone 8,C51H72O2,Presence
msa_c,Malonate semialdehyde,C3H3O3,Presence
mso3_c,Methanesulfonate,CH3O3S,Presence
mso3_e,Methanesulfonate,CH3O3S,Presence
mso3_p,Methanesulfonate,CH3O3S,Presence
mthd_c,N Methylhydantoin,C4H6N2O2,Presence
mthgxl_c,Methylglyoxal,C3H4O2,Presence
mththf_c,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,Presence
mththf_p,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,Presence
mucl_c,Mucolactone,C6H5O4,Presence
murein3p3p_p,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",C68H104N12O38,Presence
murein3px3p_p,"Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",C68H102N12O37,Presence
murein3px4p_p,"Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C71H107N13O38,Presence
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39,Presence
murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,Presence
murein4px4p4p_p,"Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)",C111H169N21O59,Presence
murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,Presence
murein4px4px4p_p,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C111H167N21O58,Presence
murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,Presence
murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,Presence
murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63,Presence
murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,Presence
murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",C74H112N14O39,Presence
murein5px4p_p,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,Presence
murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,Presence
n4abutn_c,N4 Acetylaminobutanal C6H11NO2,C6H11NO2,Presence
n5horn_c,N5 hydroxyL ornithine,C5H12N2O3,Presence
n6all26d_c,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H15N2O5,Presence
na1_c,Sodium,Na,Absence
na1_e,Sodium,Na,Absence
na1_p,Sodium,Na,Absence
nac_c,Nicotinate,C6H4NO2,Presence
nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
nadhx__R_c,(R)-NADHX,C21H29N7O15P2,Presence
nadhx__S_c,"Adenosine 5'-(3-{5-[(2S)-5-carbamoyl-2-hydroxy-3,4-dihydropyridin-1-yl]-5-deoxy-?-D-ribofuranosyl} dihydrogen diphosphate)",C21H29N7O15P2,Presence
nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
nadphx__R_c,(R)-NADPHX,C21H28N7O18P3,Presence
nadphx__S_c,(S)-NADPHX,C21H28N7O18P3,Presence
nal2a6o_c,N-Acetyl-L-2-amino-6-oxopimelate,C9H11NO6,Presence
ncam_c,Nicotinamide,C6H6N2O,Presence
nflgln_c,N-Formimino-L-glutamate,C6H9N2O4,Presence
nfmalm_c,N-Formyl maleamic acid,C5H4NO4,Presence
nh3_c,Ammonia,H3N,Absence
nh4_c,Ammonium,H4N,Absence
nh4_e,Ammonium,H4N,Absence
nh4_p,Ammonium,H4N,Absence
nh4oh_c,Ammonium hydroxide,H5NO,Absence
ni2_c,Nickel,Ni,Absence
ni2_e,Nickel,Ni,Absence
ni2_p,Nickel,Ni,Absence
nicrns_c,Nicotinate D-ribonucleoside,C11H13NO6,Presence
nicrnt_c,Nicotinate D-ribonucleotide,C11H12NO9P,Presence
nmn_c,NMN C11H14N2O8P,C11H14N2O8P,Presence
nmn_e,NMN C11H14N2O8P,C11H14N2O8P,Presence
no2_c,Nitrite,NO2,Absence
no2_e,Nitrite,NO2,Absence
no2_p,Nitrite,NO2,Absence
no3_c,Nitrate,NO3,Absence
no3_e,Nitrate,NO3,Absence
no3_p,Nitrate,NO3,Absence
no_c,Nitric oxide,NO,Absence
no_e,Nitric oxide,NO,Absence
nona2coa_c,Nona 2 enoyl CoA,C30H44N7O17P3S,Presence
nona_c,Nonanoate C9H17O2,C9H17O2,Presence
nona_e,Nonanoate C9H17O2,C9H17O2,Presence
nona_p,Nonanoate C9H17O2,C9H17O2,Presence
nonacoa_c,Nonanoyl CoA,C30H48N7O17P3S,Presence
novbcn_e,Novobiocin,C31H35N2O11,Presence
novbcn_p,Novobiocin,C31H35N2O11,Presence
o2_c,O2 O2,O2,Absence
o2_e,O2 O2,O2,Absence
o2_p,O2 O2,O2,Absence
o2s_c,Superoxide anion,O2,Absence
oaa_c,Oxaloacetate,C4H2O5,Presence
oaa_e,Oxaloacetate,C4H2O5,Presence
oaa_p,Oxaloacetate,C4H2O5,Presence
oc2coa_c,Trans-Oct-2-enoyl-CoA,C29H44N7O17P3S,Presence
ocACP_c,Octanoyl-ACP (n-C8:0ACP),C392H617N96O143P0S3,Presence
occoa_c,Octanoyl-CoA (n-C8:0CoA),C29H46N7O17P3S,Presence
ocdca_c,Octadecanoate (n-C18:0),C18H35O2,Presence
ocdca_p,Octadecanoate (n-C18:0),C18H35O2,Presence
ocdcea_c,Octadecenoate (n-C18:1),C18H33O2,Presence
ocdcea_p,Octadecenoate (n-C18:1),C18H33O2,Presence
octa_c,Octanoate (n-C8:0),C8H15O2,Presence
octa_e,Octanoate (n-C8:0),C8H15O2,Presence
octa_p,Octanoate (n-C8:0),C8H15O2,Presence
octdp_c,All-trans-Octaprenyl diphosphate,C40H65O7P2,Presence
od2coa_c,Trans-Octadec-2-enoyl-CoA,C39H64N7O17P3S,Presence
ode2coa_c,Trans cis octadeca 2 9 dienoyl CoA,C39H62N7O17P3S,Presence
odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),C39H64N7O17P3S,Presence
op4en_c,2-Oxopent-4-enoate,C5H5O3,Presence
orn__D_c,D-Ornithine,C5H13N2O2,Presence
orn__L_c,L Ornithine C5H13N2O2,C5H13N2O2,Presence
orn_c,Ornithine,C5H13N2O2,Presence
orn_e,Ornithine,C5H13N2O2,Presence
orn_p,Ornithine,C5H13N2O2,Presence
orot5p_c,Orotidine 5'-phosphate,C10H10N2O11P,Presence
orot_c,Orotate C5H3N2O4,C5H3N2O4,Presence
orot_e,Orotate C5H3N2O4,C5H3N2O4,Presence
orot_p,Orotate C5H3N2O4,C5H3N2O4,Presence
oxa_c,Oxalate,C2O4,Presence
oxa_e,Oxalate,C2O4,Presence
oxa_p,Oxalate,C2O4,Presence
oxadpcoa_c,3-Oxoadipyl-CoA,C27H37N7O20P3S,Presence
oxalcoa_c,Oxalyl-CoA,C23H31N7O19P3S,Presence
oxptn_c,5-Oxopentanoate,C5H7O3,Presence
p1p3b5adtp_c,"P1,P3-Bis(5-adenosyl) triphosphate",C20H27N10O16P3,Presence
p_xyl_c,P-methyltoluene,C8H10,Presence
p_xyl_e,P-methyltoluene,C8H10,Presence
p_xyl_p,P-methyltoluene,C8H10,Presence
pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P,Presence
pa120_p,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P,Presence
pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P,Presence
pa140_p,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P,Presence
pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P,Presence
pa141_p,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P,Presence
pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,Presence
pa160_p,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,Presence
pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P,Presence
pa161_p,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P,Presence
pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P,Presence
pa180_p,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P,Presence
pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P,Presence
pa181_p,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P,Presence
pac_c,Phenylacetic acid,C8H7O2,Presence
pacald_c,Phenylacetaldehyde,C8H8O,Presence
pacald_e,Phenylacetaldehyde,C8H8O,Presence
pacald_p,Phenylacetaldehyde,C8H8O,Presence
pan4p_c,Pantetheine 4'-phosphate,C11H21N2O7PS,Presence
pant__R_c,(R)-Pantoate,C6H11O4,Presence
pap_c,"Adenosine 3',5'-bisphosphate",C10H11N5O10P2,Presence
paps_c,3'-Phosphoadenylyl sulfate,C10H11N5O13P2S,Presence
pb2coa_c,4 Phenyl but 2 enoyl CoA,C31H40N7O17P3S,Presence
pbcoa_c,4 Phenyl butyryl CoA Phe C4CoA,C31H40N7O17P3S,Presence
pdca2coa_c,Phenyl deca 2 enoyl CoA,C37H46N7O17P3S,Presence
pdcacoa_c,Phenyl Decanoyl CoA  Phe C100CoA,C37H46N7O17P3S,Presence
pdx5p_c,Pyridoxine 5'-phosphate,C8H10NO6P,Presence
pe120_c,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58NO8P,Presence
pe120_p,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58NO8P,Presence
pe141_c,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,Presence
pe141_p,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,Presence
pe161_c,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",C37H70NO8P,Presence
pe161_p,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",C37H70NO8P,Presence
peamn_c,Phenethylamine,C8H12N,Presence
peamn_e,Phenethylamine,C8H12N,Presence
peamn_p,Phenethylamine,C8H12N,Presence
pentso3_c,Pentanesulfonate,C5H11O3S,Presence
pentso3_e,Pentanesulfonate,C5H11O3S,Presence
pentso3_p,Pentanesulfonate,C5H11O3S,Presence
pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
pg120_c,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P,Presence
pg120_p,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P,Presence
pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,Presence
pg140_p,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,Presence
pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,Presence
pg141_p,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,Presence
pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,Presence
pg160_p,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,Presence
pg161_c,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P,Presence
pg161_p,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P,Presence
pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,Presence
pg180_p,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,Presence
pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,Presence
pg181_p,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,Presence
pgp120_c,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,Presence
pgp120_p,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,Presence
pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,Presence
pgp140_p,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,Presence
pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,Presence
pgp141_p,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,Presence
pgp160_c,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,Presence
pgp160_p,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,Presence
pgp161_c,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,Presence
pgp161_p,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,Presence
pgp180_c,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,Presence
pgp180_p,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,Presence
pgp181_c,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,Presence
pgp181_p,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,Presence
phaccoa_c,Phenylacetyl-CoA,C29H38N7O17P3S,Presence
phe__D_c,D-phenylalanine,C9H9NO2,Presence
phe__L_c,L-Phenylalanine,C9H11NO2,Presence
phe__L_e,L-Phenylalanine,C9H11NO2,Presence
phedca_e,10 Phenyldecanoic acid,C16H15O2,Presence
phedca_p,10 Phenyldecanoic acid,C16H15O2,Presence
phehpa_e,7 Phenylheptanoic acid,C13H11O2,Presence
phehpa_p,7 Phenylheptanoic acid,C13H11O2,Presence
phehxa_e,6 Phenylhexanoic acid,C12H11O2,Presence
phehxa_p,6 Phenylhexanoic acid,C12H11O2,Presence
pheme_c,Protoheme C34H30FeN4O4,C34H30FeN4O4,Presence
pheme_e,Protoheme C34H30FeN4O4,C34H30FeN4O4,Presence
pheme_p,Protoheme C34H30FeN4O4,C34H30FeN4O4,Presence
phenona_e,9 Phenylnonanoic acid,C15H13O2,Presence
phenona_p,9 Phenylnonanoic acid,C15H13O2,Presence
pheocta_e,8 Phenyloctanoic acid,C14H13O2,Presence
pheocta_p,8 Phenyloctanoic acid,C14H13O2,Presence
phept_e,5 phenylvaleric acid,C11H9O2,Presence
phept_p,5 phenylvaleric acid,C11H9O2,Presence
phom_c,O-Phospho-L-homoserine,C4H8NO6P,Presence
php2coa_c,Phenyl hepta 2 enoyl CoA,C34H42N7O17P3S,Presence
phpcoa_c,Phenyl Heptanoyl CoA Phe C70CoA,C34H42N7O17P3S,Presence
phppcoa_c,3 Phenyl propionyl CoA Phe C30 CoA,C30H38N7O17P3S,Presence
phpyr_c,Phenylpyruvate,C9H7O3,Presence
phthr_c,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,Presence
phxa2coa_c,Phenyl hexa 2 enoyl CoA,C33H42N7O17P3S,Presence
phxacoa_c,Phenyl Hexanoyl CoA  Phe C160CoA,C33H42N7O17P3S,Presence
pi_c,Phosphate,HO4P,Absence
pi_e,Phosphate,HO4P,Absence
pi_p,Phosphate,HO4P,Absence
pime_c,Pimelate,C7H10O4,Presence
pime_e,Pimelate,C7H10O4,Presence
pmcoa_c,Pimeloyl-CoA,C28H41N7O19P3S,Presence
pmtcoa_c,Palmitoyl-CoA (n-C16:0CoA),C37H62N7O17P3S,Presence
pnona2coa_c,Phenyl nona 2 enoyl CoA,C36H44N7O17P3S,Presence
pnonacoa_c,Phenyl nonanoyl CoA  Phe C90CoA,C36H44N7O17P3S,Presence
pnto__R_c,(R)-Pantothenate,C9H16NO5,Presence
poaac_c,Peroxyaminoacrylate,C3H5NO3,Presence
pocta2coa_c,Phenyl octa 2 enoyl CoA,C35H44N7O17P3S,Presence
poctacoa_c,Phenyl Octanoyl CoA Phe C80CoA,C35H44N7O17P3S,Presence
ppa_c,Propionate (n-C3:0),C3H5O2,Presence
ppa_e,Propionate (n-C3:0),C3H5O2,Presence
ppa_p,Propionate (n-C3:0),C3H5O2,Presence
ppad_c,Propionyladenylate,C13H16N5O8P,Presence
ppal_c,Propanal,C3H6O,Presence
ppap_c,Propanoyl phosphate,C3H5O5P,Presence
ppbng_c,Porphobilinogen,C10H13N2O4,Presence
ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,Presence
ppgpp_c,"Guanosine 3',5'-bis(diphosphate)",C10H11N5O17P4,Presence
pphn_c,Prephenate,C10H8O6,Presence
ppi_c,Diphosphate,HO7P2,Absence
ppoh_c,1-Propanol,C3H8O,Presence
ppoh_e,1-Propanol,C3H8O,Presence
ppoh_p,1-Propanol,C3H8O,Presence
ppp9_c,Protoporphyrin,C34H32N4O4,Presence
pppg9_c,Protoporphyrinogen IX,C34H38N4O4,Presence
pppgpp_c,PppGpp,C10H18N5O20P5,Presence
pppi_c,Inorganic triphosphate,HO10P3,Absence
ppt2coa_c,Phenyl pent 2 enoyl CoA,C32H40N7O17P3S,Presence
pptcoa_c,Phenyl Pentanoyl CoA Phe C50CoA,C32H40N7O17P3S,Presence
pqq_c,Pyrroloquinoline-quinone,C14H2N2O8,Presence
pqqh2_c,Reduced pyrroloquinoline-quinone,C14H4N2O8,Presence
pram_c,5-Phospho-beta-D-ribosylamine,C5H11NO7P,Presence
pran_c,N-(5-Phospho-D-ribosyl)anthranilate,C12H13NO9P,Presence
prbamp_c,1-(5-Phosphoribosyl)-AMP,C15H19N5O14P2,Presence
prbatp_c,1-(5-Phosphoribosyl)-ATP,C15H19N5O20P4,Presence
prfp_c,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,C15H21N5O15P2,Presence
prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C15H21N5O15P2,Presence
pro__D_c,D-Proline,C5H8NO2,Presence
pro__L_c,L-Proline,C5H9NO2,Presence
pro__L_e,L-Proline,C5H9NO2,Presence
pro__L_p,L-Proline,C5H9NO2,Presence
progly_c,L-Prolinylglycine,C7H12N2O3,Presence
progly_e,L-Prolinylglycine,C7H12N2O3,Presence
progly_p,L-Prolinylglycine,C7H12N2O3,Presence
prohisglu_c,Proline-histidine-glutamine tripeptide,C16H24N5O7,Presence
prohisglu_e,Proline-histidine-glutamine tripeptide,C16H24N5O7,Presence
prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,Presence
ps120_c,"Phosphatidylserine (didodecanoyl, n-C12:0)",C30H57NO10P,Presence
ps141_c,"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",C34H61NO10P,Presence
ps161_c,"Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",C38H69NO10P,Presence
psd5p_c,Pseudouridine 5  phosphate C9H11N2O9P,C9H11N2O9P,Presence
pser__L_c,O-Phospho-L-serine,C3H6NO6P,Presence
pt2coa_c,Pent-2-enoyl-CoA,C26H38N7O17P3S,Presence
pta_c,Pentanoate,C5H9O2,Presence
pta_e,Pentanoate,C5H9O2,Presence
pta_p,Pentanoate,C5H9O2,Presence
ptal_c,Pentanal,C5H10O,Presence
ptcoa_c,Pentanoyl-CoA,C26H40N7O17P3S,Presence
ptcys_c,N-Pantothenoylcysteine,C12H21N2O6S,Presence
ptrc_c,Putrescine,C4H14N2,Presence
ptrc_e,Putrescine,C4H14N2,Presence
ptrc_p,Putrescine,C4H14N2,Presence
ptsla2coa_c,Trans cis octadeca 2 6 dienoyl CoA,C39H61N7O17P3S,Presence
ptsla_e,Petroselaidic acid,C18H30O2,Presence
ptsla_p,Petroselaidic acid,C18H30O2,Presence
ptslacoa_c,Petroselenic coenzyme A,C39H61N7O17P3S,Presence
ptth_c,Pantetheine,C11H22N2O4S,Presence
pvdiq_p,Pyoverdine precursor I,C27H48N10O15,Presence
pyam5p_c,Pyridoxamine 5'-phosphate,C8H12N2O5P,Presence
pydam_c,Pyridoxamine,C8H13N2O2,Presence
pydx5p_c,Pyridoxal 5'-phosphate,C8H8NO6P,Presence
pydx_c,Pyridoxal,C8H9NO3,Presence
pydxn_c,Pyridoxine,C8H11NO3,Presence
pydxn_e,Pyridoxine,C8H11NO3,Presence
pyovd_kt_e,Pyoverdine  P putida specific,C27H48N10O15,Presence
pyovd_kt_p,Pyoverdine  P putida specific,C27H48N10O15,Presence
pyr_c,Pyruvate,C3H3O3,Presence
pyr_e,Pyruvate,C3H3O3,Presence
pyr_p,Pyruvate,C3H3O3,Presence
q8_c,Ubiquinone-8,C49H74O4,Presence
q8h2_c,Ubiquinol-8,C49H76O4,Presence
quin_c,Quinate,C7H11O6,Presence
quin_p,Quinate,C7H11O6,Presence
quln_c,Quinolinate,C7H3NO4,Presence
r1p_c,Alpha-D-Ribose 1-phosphate,C5H9O8P,Presence
r5p_c,Alpha-D-Ribose 5-phosphate,C5H9O8P,Presence
raffin_c,Raffinose C18H32O16,C18H32O16,Presence
raffin_e,Raffinose C18H32O16,C18H32O16,Presence
rbl__D_c,D-Ribulose,C5H10O5,Presence
rhcys_c,S-Ribosyl-L-homocysteine,C9H17NO6S,Presence
rib__D_c,D-Ribose,C5H10O5,Presence
rib__D_e,D-Ribose,C5H10O5,Presence
