species,carbon,number_nzfmtb_ca,cs_flux,growth,theta_rank,growthability
Pseudomonas asiatica,Serine,266.0,8.0,0.7764318218705196,11,1
Pseudomonas asiatica,Isoleucine,326.0,8.0,1.1735596341452248,12,1
Pseudomonas asiatica,Sorbitol,277.0,8.0,1.1125594864392208,13,1
Pseudomonas asiatica,Uridine,259.0,8.0,0.9118571777616639,14,1
Pseudomonas asiatica,Raffinose,,8.0,0.0,15,0
Pseudomonas delhiensis,Succinate,266.0,8.0,0.8477984658102893,0,1
Pseudomonas delhiensis,Alanine,275.0,8.0,1.104545604743522,1,1
Pseudomonas delhiensis,Glutamine,258.0,8.0,0.9702568746302761,2,1
Pseudomonas delhiensis,Proline,265.0,8.0,1.4670544670496495,3,1
Pseudomonas delhiensis,Acetate,268.0,8.0,0.9669120162261508,4,1
Pseudomonas delhiensis,Mannitol,287.0,8.0,1.1126001918521775,5,1
Pseudomonas delhiensis,Citrate,266.0,8.0,0.749737419145474,6,1
Pseudomonas delhiensis,Glucose,272.0,8.0,1.0924306481782484,7,1
Pseudomonas delhiensis,Ribose,279.0,8.0,1.0924306481782518,8,1
Pseudomonas delhiensis,Glycerol,313.0,8.0,1.1004124758301441,9,1
Pseudomonas delhiensis,Cellobiose,284.0,8.0,1.1499149041963208,10,1
Pseudomonas delhiensis,Serine,276.0,8.0,0.780315030978211,11,0
Pseudomonas delhiensis,Isoleucine,269.0,8.0,1.5451885107090924,12,1
Pseudomonas delhiensis,Sorbitol,,8.0,0.0,13,0
Pseudomonas delhiensis,Uridine,,8.0,0.0,14,0
Pseudomonas delhiensis,Raffinose,,8.0,0.0,15,0
Sphingomonas paucimobilis,Succinate,278.0,8.0,1.1641387493162838,0,1
Sphingomonas paucimobilis,Alanine,285.0,8.0,1.1375147432355575,1,1
Sphingomonas paucimobilis,Glutamine,280.0,8.0,1.1557546242741619,2,1
Sphingomonas paucimobilis,Proline,284.0,8.0,1.4670544670496521,3,1
Sphingomonas paucimobilis,Acetate,277.0,8.0,1.1443223630855421,4,1
Sphingomonas paucimobilis,Mannitol,285.0,8.0,1.1126001918521808,5,1
Sphingomonas paucimobilis,Citrate,288.0,8.0,1.0716904092009025,6,1
Sphingomonas paucimobilis,Glucose,297.0,8.0,1.1250381721936071,7,1
Sphingomonas paucimobilis,Ribose,287.0,8.0,1.1250381721936076,8,1
Sphingomonas paucimobilis,Glycerol,272.0,8.0,1.1004124758301432,9,0
Sphingomonas paucimobilis,Cellobiose,298.0,8.0,1.184238252700624,10,1
Sphingomonas paucimobilis,Serine,,8.0,0.0,11,0
Sphingomonas paucimobilis,Isoleucine,280.0,8.0,1.545188510709096,12,1
Sphingomonas paucimobilis,Sorbitol,283.0,8.0,1.1126001918521773,13,0
Sphingomonas paucimobilis,Uridine,,8.0,0.0,14,0
Sphingomonas paucimobilis,Raffinose,300.0,8.0,1.2053975637178376,15,1
